time;gFx;gFy;gFz;TgF
1,094000;-0,2548;0,3220;0,8893;0,980
1,096000;-0,2575;0,3220;0,8881;0,979
1,098000;-0,2573;0,3220;0,8893;0,980
1,100000;-0,2573;0,3222;0,8893;0,980
1,103000;-0,2597;0,3218;0,8898;0,981
1,104000;-0,2617;0,3220;0,8922;0,984
1,106000;-0,2634;0,3220;0,8925;0,985
1,108000;-0,2661;0,3218;0,8930;0,986
1,110000;-0,2687;0,3220;0,8922;0,986
1,112000;-0,2692;0,3230;0,8927;0,987
1,114000;-0,2739;0,3252;0,8947;0,991
1,116000;-0,2761;0,3254;0,8949;0,991
1,119000;-0,2771;0,3264;0,8961;0,993
1,120000;-0,2788;0,3279;0,8966;0,995
1,122000;-0,2795;0,3298;0,8971;0,996
1,124000;-0,2810;0,3310;0,8976;0,997
1,126000;-0,2817;0,3310;0,8991;0,999
1,128000;-0,2812;0,3310;0,9005;1,000
1,130000;-0,2810;0,3313;0,9020;1,001
1,132000;-0,2790;0,3310;0,9020;1,001
1,134000;-0,2766;0,3301;0,9025;1,000
1,136000;-0,2751;0,3298;0,9037;1,001
1,139000;-0,2731;0,3286;0,9066;1,002
1,140000;-0,2724;0,3274;0,9076;1,003
1,142000;-0,2724;0,3262;0,9084;1,003
1,144000;-0,2727;0,3242;0,9096;1,003
1,146000;-0,2734;0,3249;0,9088;1,003
1,148000;-0,2729;0,3249;0,9096;1,004
1,150000;-0,2695;0,3232;0,9091;1,002
1,152000;-0,2670;0,3227;0,9103;1,002
1,154000;-0,2658;0,3220;0,9106;1,002
1,156000;-0,2629;0,3218;0,9103;1,001
1,158000;-0,2585;0,3227;0,9091;0,999
1,160000;-0,2590;0,3237;0,9084;0,998
1,162000;-0,2587;0,3244;0,9071;0,998
1,164000;-0,2585;0,3244;0,9062;0,997
1,166000;-0,2590;0,3237;0,9054;0,996
1,169000;-0,2592;0,3235;0,9032;0,994
1,170000;-0,2592;0,3254;0,8998;0,991
1,172000;-0,2590;0,3254;0,8983;0,990
1,175000;-0,2592;0,3254;0,8957;0,988
1,176000;-0,2612;0,3266;0,8944;0,987
1,178000;-0,2614;0,3271;0,8927;0,986
1,180000;-0,2639;0,3274;0,8920;0,986
1,182000;-0,2661;0,3271;0,8908;0,986
1,184000;-0,2680;0,3291;0,8908;0,987
1,186000;-0,2697;0,3313;0,8898;0,987
1,188000;-0,2727;0,3308;0,8883;0,986
1,190000;-0,2731;0,3315;0,8876;0,986
1,193000;-0,2749;0,3332;0,8861;0,986
1,195000;-0,2783;0,3328;0,8834;0,984
1,196000;-0,2790;0,3328;0,8810;0,982
1,199000;-0,2839;0,3318;0,8803;0,983
1,200000;-0,2844;0,3323;0,8790;0,982
1,202000;-0,2846;0,3325;0,8768;0,980
1,204000;-0,2871;0,3328;0,8749;0,979
1,206000;-0,2873;0,3318;0,8729;0,977
1,208000;-0,2883;0,3313;0,8720;0,976
1,210000;-0,2873;0,3303;0,8712;0,975
1,212000;-0,2880;0,3303;0,8729;0,977
1,215000;-0,2885;0,3313;0,8734;0,978
1,216000;-0,2876;0,3313;0,8759;0,980
1,219000;-0,2858;0,3296;0,8776;0,980
1,220000;-0,2854;0,3293;0,8788;0,981
1,222000;-0,2836;0,3301;0,8815;0,983
1,224000;-0,2800;0,3303;0,8851;0,985
1,226000;-0,2785;0,3310;0,8873;0,987
1,228000;-0,2768;0,3298;0,8888;0,988
1,230000;-0,2746;0,3271;0,8942;0,991
1,232000;-0,2729;0,3269;0,8961;0,992
1,234000;-0,2697;0,3254;0,8974;0,992
1,236000;-0,2680;0,3237;0,8986;0,992
1,238000;-0,2665;0,3227;0,8991;0,992
1,241000;-0,2639;0,3218;0,9015;0,993
1,242000;-0,2624;0,3198;0,9027;0,993
1,244000;-0,2614;0,3201;0,9040;0,994
1,247000;-0,2585;0,3183;0,9052;0,994
1,248000;-0,2563;0,3174;0,9066;0,994
1,250000;-0,2560;0,3166;0,9076;0,995
1,252000;-0,2563;0,3157;0,9084;0,995
1,254000;-0,2536;0,3159;0,9066;0,993
1,256000;-0,2524;0,3161;0,9079;0,994
1,259000;-0,2509;0,3154;0,9093;0,995
1,260000;-0,2497;0,3152;0,9103;0,995
1,262000;-0,2490;0,3159;0,9106;0,995
1,264000;-0,2492;0,3152;0,9101;0,995
1,266000;-0,2468;0,3154;0,9091;0,993
1,268000;-0,2470;0,3159;0,9071;0,992
1,270000;-0,2465;0,3166;0,9064;0,991
1,272000;-0,2468;0,3174;0,9074;0,992
1,274000;-0,2468;0,3169;0,9069;0,992
1,276000;-0,2455;0,3181;0,9049;0,990
1,278000;-0,2441;0,3179;0,9027;0,988
1,280000;-0,2438;0,3174;0,9025;0,987
1,282000;-0,2446;0,3181;0,9005;0,986
1,284000;-0,2450;0,3196;0,9001;0,986
1,287000;-0,2448;0,3196;0,8998;0,986
1,288000;-0,2465;0,3210;0,8991;0,986
1,290000;-0,2475;0,3215;0,8979;0,985
1,292000;-0,2485;0,3210;0,8969;0,984
1,294000;-0,2516;0,3203;0,8947;0,983
1,296000;-0,2514;0,3225;0,8932;0,982
1,298000;-0,2524;0,3220;0,8925;0,982
1,300000;-0,2531;0,3225;0,8922;0,982
1,303000;-0,2531;0,3247;0,8915;0,982
1,305000;-0,2546;0,3242;0,8913;0,982
1,306000;-0,2565;0,3237;0,8910;0,982
1,308000;-0,2560;0,3237;0,8910;0,982
1,310000;-0,2573;0,3242;0,8913;0,983
1,312000;-0,2585;0,3249;0,8915;0,983
1,314000;-0,2607;0,3237;0,8908;0,983
1,316000;-0,2614;0,3242;0,8922;0,985
1,319000;-0,2621;0,3247;0,8961;0,989
1,320000;-0,2634;0,3240;0,8966;0,989
1,322000;-0,2641;0,3240;0,8971;0,990
1,324000;-0,2665;0,3244;0,8976;0,991
1,326000;-0,2665;0,3254;0,8966;0,990
1,328000;-0,2678;0,3264;0,8964;0,991
1,330000;-0,2705;0,3247;0,8979;0,992
1,332000;-0,2724;0,3254;0,8976;0,993
1,334000;-0,2729;0,3262;0,8981;0,994
1,337000;-0,2729;0,3274;0,8986;0,995
1,338000;-0,2729;0,3276;0,9001;0,996
1,340000;-0,2741;0,3274;0,9010;0,997
1,342000;-0,2746;0,3262;0,9015;0,997
1,344000;-0,2758;0,3249;0,9008;0,997
1,347000;-0,2751;0,3247;0,9005;0,996
1,348000;-0,2756;0,3249;0,9020;0,998
1,350000;-0,2739;0,3252;0,9035;0,999
1,352000;-0,2724;0,3247;0,9027;0,997
1,354000;-0,2702;0,3237;0,9020;0,996
1,356000;-0,2717;0,3213;0,9040;0,997
1,358000;-0,2687;0,3208;0,9037;0,996
1,360000;-0,2678;0,3203;0,9042;0,996
1,362000;-0,2675;0,3191;0,9052;0,996
1,364000;-0,2665;0,3183;0,9059;0,997
1,366000;-0,2656;0,3183;0,9091;0,999
1,368000;-0,2643;0,3186;0,9106;1,000
1,370000;-0,2629;0,3183;0,9108;1,000
1,372000;-0,2617;0,3176;0,9113;1,000
1,374000;-0,2609;0,3169;0,9113;0,999
1,376000;-0,2592;0,3169;0,9108;0,999
1,379000;-0,2599;0,3159;0,9103;0,998
1,380000;-0,2592;0,3166;0,9098;0,998
1,382000;-0,2597;0,3169;0,9059;0,994
1,384000;-0,2602;0,3159;0,9064;0,995
1,386000;-0,2587;0,3164;0,9079;0,996
1,388000;-0,2595;0,3169;0,9062;0,994
1,390000;-0,2599;0,3166;0,9052;0,994
1,392000;-0,2595;0,3161;0,9042;0,992
1,394000;-0,2585;0,3157;0,9020;0,990
1,396000;-0,2585;0,3149;0,9010;0,989
1,398000;-0,2597;0,3147;0,8979;0,986
1,400000;-0,2595;0,3152;0,8947;0,983
1,402000;-0,2592;0,3147;0,8930;0,982
1,404000;-0,2619;0,3149;0,8881;0,978
1,406000;-0,2634;0,3186;0,8876;0,979
1,408000;-0,2646;0,3213;0,8881;0,981
1,410000;-0,2621;0,3237;0,8895;0,982
1,412000;-0,2609;0,3203;0,8900;0,981
1,414000;-0,2604;0,3198;0,8898;0,981
1,416000;-0,2609;0,3174;0,8847;0,975
1,418000;-0,2663;0,3144;0,8778;0,970
1,420000;-0,2690;0,3125;0,8751;0,967
1,422000;-0,2734;0,3144;0,8707;0,965
1,424000;-0,2719;0,3164;0,8727;0,967
1,426000;-0,2712;0,3181;0,8732;0,968
1,428000;-0,2670;0,3220;0,8754;0,970
1,430000;-0,2634;0,3230;0,8764;0,970
1,432000;-0,2619;0,3237;0,8759;0,970
1,434000;-0,2602;0,3247;0,8722;0,966
1,439000;-0,2595;0,3252;0,8705;0,965
1,439000;-0,2604;0,3235;0,8700;0,964
1,440000;-0,2604;0,3225;0,8683;0,962
1,442000;-0,2624;0,3208;0,8668;0,961
1,444000;-0,2641;0,3205;0,8668;0,961
1,446000;-0,2663;0,3205;0,8668;0,962
1,448000;-0,2675;0,3198;0,8705;0,965
1,450000;-0,2685;0,3196;0,8715;0,966
1,453000;-0,2695;0,3208;0,8717;0,967
1,454000;-0,2707;0,3210;0,8746;0,970
1,456000;-0,2724;0,3220;0,8764;0,973
1,458000;-0,2763;0,3232;0,8815;0,979
1,460000;-0,2793;0,3232;0,8827;0,981
1,462000;-0,2805;0,3235;0,8849;0,983
1,464000;-0,2819;0,3259;0,8878;0,987
1,466000;-0,2839;0,3271;0,8891;0,989
1,468000;-0,2844;0,3276;0,8893;0,989
1,470000;-0,2868;0,3266;0,8910;0,991
1,472000;-0,2868;0,3274;0,8888;0,990
1,474000;-0,2858;0,3279;0,8883;0,989
1,476000;-0,2856;0,3276;0,8859;0,987
1,478000;-0,2854;0,3281;0,8878;0,989
1,480000;-0,2846;0,3281;0,8881;0,989
1,482000;-0,2841;0,3269;0,8869;0,987
1,484000;-0,2839;0,3266;0,8866;0,987
1,486000;-0,2832;0,3247;0,8873;0,986
1,488000;-0,2810;0,3242;0,8888;0,987
1,491000;-0,2780;0,3240;0,8893;0,986
1,492000;-0,2768;0,3235;0,8886;0,985
1,494000;-0,2739;0,3252;0,8876;0,984
1,496000;-0,2731;0,3262;0,8864;0,983
1,499000;-0,2700;0,3254;0,8859;0,982
1,501000;-0,2692;0,3259;0,8849;0,981
1,503000;-0,2648;0,3244;0,8834;0,978
1,504000;-0,2624;0,3235;0,8822;0,976
1,506000;-0,2612;0,3244;0,8803;0,974
1,508000;-0,2607;0,3225;0,8734;0,967
1,510000;-0,2609;0,3205;0,8710;0,964
1,512000;-0,2648;0,3164;0,8651;0,958
1,514000;-0,2648;0,3161;0,8666;0,960
1,516000;-0,2626;0,3179;0,8632;0,957
1,519000;-0,2590;0,3232;0,8478;0,944
1,521000;-0,2541;0,3279;0,8329;0,930
1,522000;-0,2524;0,3315;0,8294;0,928
1,524000;-0,2524;0,3350;0,8250;0,926
1,526000;-0,2499;0,3401;0,8363;0,937
1,528000;-0,2480;0,3420;0,8387;0,939
1,530000;-0,2521;0,3450;0,8421;0,944
1,532000;-0,2575;0,3447;0,8400;0,944
1,534000;-0,2624;0,3445;0,8392;0,944
1,538000;-0,2753;0,3398;0,8397;0,947
1,539000;-0,2971;0,3301;0,8368;0,947
1,541000;-0,3086;0,3262;0,8319;0,945
1,542000;-0,3183;0,3276;0,8243;0,942
1,544000;-0,3154;0,3425;0,8255;0,948
1,546000;-0,3105;0,3567;0,8343;0,959
1,548000;-0,3027;0,3740;0,8456;0,973
1,550000;-0,3000;0,3850;0,8468;0,977
1,553000;-0,3003;0,3902;0,8451;0,978
1,554000;-0,3039;0,3953;0,8446;0,981
1,556000;-0,3103;0,3970;0,8475;0,986
1,559000;-0,3230;0,3926;0,8478;0,989
1,560000;-0,3335;0,3880;0,8463;0,989
1,562000;-0,3491;0,3816;0,8407;0,987
1,564000;-0,3528;0,3814;0,8392;0,987
1,566000;-0,3550;0,3848;0,8382;0,988
1,568000;-0,3545;0,3880;0,8351;0,987
1,570000;-0,3545;0,3909;0,8329;0,986
1,572000;-0,3538;0,3931;0,8275;0,982
1,574000;-0,3557;0,3987;0,8290;0,986
1,576000;-0,3550;0,4036;0,8312;0,990
1,578000;-0,3550;0,4119;0,8341;0,996
1,580000;-0,3565;0,4251;0,8378;1,005
1,582000;-0,3589;0,4322;0,8400;1,011
1,584000;-0,3699;0,4454;0,8463;1,025
1,586000;-0,3770;0,4547;0,8536;1,038
1,590000;-0,3819;0,4586;0,8566;1,044
1,590000;-0,3919;0,4696;0,8658;1,060
1,592000;-0,3992;0,4801;0,8776;1,077
1,594000;-0,4034;0,4852;0,8829;1,085
1,596000;-0,4151;0,4945;0,8947;1,103
1,598000;-0,4315;0,5065;0,9064;1,124
1,600000;-0,4407;0,5123;0,9145;1,137
1,603000;-0,4613;0,5250;0,9264;1,160
1,605000;-0,4813;0,5416;0,9399;1,187
1,606000;-0,4918;0,5497;0,9465;1,200
1,608000;-0,5133;0,5624;0,9650;1,229
1,610000;-0,5321;0,5800;0,9809;1,258
1,612000;-0,5416;0,5890;0,9890;1,272
1,614000;-0,5619;0,6066;1,0073;1,303
1,617000;-0,5829;0,6254;1,0254;1,335
1,620000;-0,6020;0,6474;1,0476;1,371
1,620000;-0,6108;0,6579;1,0593;1,389
1,622000;-0,6252;0,6809;1,0833;1,424
1,624000;-0,6318;0,6929;1,0970;1,443
1,626000;-0,6455;0,7129;1,1263;1,481
1,628000;-0,6626;0,7295;1,1568;1,520
1,630000;-0,6721;0,7376;1,1739;1,541
1,632000;-0,6939;0,7481;1,2125;1,585
1,634000;-0,7163;0,7581;1,2511;1,629
1,637000;-0,7276;0,7627;1,2680;1,649
1,639000;-0,7486;0,7725;1,2966;1,685
1,640000;-0,7657;0,7816;1,3195;1,714
1,642000;-0,7733;0,7838;1,3293;1,726
1,644000;-0,7823;0,7864;1,3435;1,742
1,646000;-0,7872;0,7874;1,3608;1,758
1,648000;-0,7906;0,7886;1,3699;1,767
1,650000;-0,7974;0,7926;1,3889;1,787
1,653000;-0,8060;0,8004;1,4160;1,815
1,654000;-0,8084;0,8084;1,4297;1,831
1,656000;-0,8016;0,8104;1,4422;1,838
1,658000;-0,7945;0,8089;1,4546;1,844
1,660000;-0,7928;0,8092;1,4656;1,852
1,662000;-0,7886;0,8089;1,4901;1,870
1,664000;-0,7813;0,8045;1,5047;1,877
1,666000;-0,7794;0,8053;1,5106;1,881
1,668000;-0,7649;0,8033;1,5238;1,885
1,671000;-0,7430;0,7938;1,5304;1,877
1,674000;-0,7322;0,7855;1,5331;1,872
1,674000;-0,7146;0,7713;1,5384;1,863
1,676000;-0,7004;0,7532;1,5424;1,854
1,679000;-0,6968;0,7305;1,5477;1,848
1,680000;-0,6978;0,7188;1,5502;1,846
1,682000;-0,6978;0,7009;1,5573;1,845
1,684000;-0,6973;0,6934;1,5658;1,849
1,686000;-0,6990;0,6829;1,5880;1,865
1,688000;-0,7046;0,6772;1,6215;1,893
1,690000;-0,7217;0,6760;1,6423;1,917
1,694000;-0,7303;0,6787;1,6831;1,956
1,694000;-0,7474;0,6870;1,7234;2,000
1,696000;-0,7613;0,6939;1,7427;2,024
1,698000;-0,7667;0,7044;1,7776;2,060
1,700000;-0,8001;0,7219;1,8270;2,121
1,702000;-0,8641;0,7412;1,8920;2,208
1,704000;-0,8649;0,7740;1,9022;2,228
1,706000;-0,8307;0,8055;1,9081;2,232
1,708000;-0,7904;0,8241;1,9381;2,249
1,710000;-0,7737;0,8544;1,9626;2,276
1,712000;-0,7486;0,8724;2,0244;2,328
1,714000;-0,7254;0,8810;2,0994;2,390
1,716000;-0,7107;0,9047;2,1333;2,424
1,718000;-0,6882;0,9389;2,1942;2,484
1,721000;-0,6829;0,9604;2,2560;2,545
1,722000;-0,6841;1,0058;2,2880;2,591
1,724000;-0,6887;1,0542;2,3471;2,664
1,726000;-0,6917;1,0999;2,3967;2,726
1,728000;-0,6943;1,1207;2,4199;2,756
1,730000;-0,7031;1,1602;2,4639;2,813
1,732000;-0,7193;1,1891;2,5081;2,867
1,734000;-0,7290;1,1993;2,5308;2,894
1,737000;-0,7547;1,2130;2,5756;2,945
1,740000;-0,7896;1,2174;2,6127;2,989
1,740000;-0,8084;1,2147;2,6308;3,008
1,742000;-0,8502;1,2057;2,6713;3,052
1,744000;-0,8944;1,1954;2,7080;3,092
1,746000;-0,9147;1,1881;2,7258;3,111
1,748000;-0,9540;1,1781;2,7744;3,162
1,750000;-0,9885;1,1966;2,8426;3,239
1,753000;-0,9985;1,1940;2,8551;3,252
1,754000;-1,0156;1,1722;2,8817;3,273
1,756000;-1,0356;1,1551;2,9137;3,301
1,758000;-1,0449;1,1500;2,9296;3,316
1,760000;-1,0505;1,1268;2,9401;3,319
1,762000;-1,0635;1,0911;2,9447;3,316
1,764000;-1,0767;1,0723;2,9520;3,320
1,766000;-1,1055;1,0320;2,9638;3,327
1,768000;-1,1270;0,9843;2,9655;3,322
1,770000;-1,1378;0,9594;2,9655;3,318
1,772000;-1,1578;0,9018;2,9603;3,304
1,774000;-1,1712;0,8478;2,9528;3,288
1,776000;-1,1737;0,8219;2,9459;3,276
1,778000;-1,1690;0,7603;2,9208;3,237
1,780000;-1,1600;0,6960;2,8905;3,191
1,782000;-1,1558;0,6650;2,8761;3,170
1,784000;-1,1974;0,6372;2,8856;3,188
1,786000;-1,1871;0,5898;2,8382;3,132
1,788000;-1,1590;0,5541;2,7947;3,076
1,790000;-1,0972;0,4725;2,7192;2,970
1,792000;-1,0496;0,3821;2,6906;2,913
1,794000;-1,0286;0,3352;2,6826;2,892
1,796000;-0,9863;0,2463;2,6510;2,839
1,799000;-0,9384;0,1637;2,5892;2,759
1,800000;-0,9172;0,1178;2,5526;2,715
1,802000;-0,8869;0,0435;2,4971;2,650
1,805000;-0,8649;-0,0264;2,4517;2,600
1,806000;-0,8546;-0,0645;2,4233;2,570
1,808000;-0,8353;-0,1310;2,3635;2,510
1,810000;-0,8114;-0,1708;2,3205;2,464
1,812000;-0,7967;-0,1913;2,2970;2,439
1,814000;-0,7637;-0,2482;2,2382;2,378
1,816000;-0,7303;-0,2946;2,1920;2,329
1,818000;-0,7129;-0,3257;2,1614;2,299
1,820000;-0,6797;-0,4332;2,0537;2,206
1,822000;-0,6494;-0,5245;1,9479;2,119
1,824000;-0,6296;-0,5421;1,9152;2,088
1,826000;-0,5746;-0,5465;1,8751;2,036
1,828000;-0,5077;-0,5399;1,8468;1,990
1,830000;-0,4713;-0,5382;1,8270;1,962
1,832000;-0,3931;-0,5399;1,7847;1,906
1,834000;-0,3105;-0,5473;1,7437;1,854
1,839000;-0,2690;-0,5565;1,7180;1,826
1,839000;-0,1913;-0,5844;1,6679;1,778
1,840000;-0,1126;-0,6245;1,5966;1,718
1,842000;-0,0750;-0,6455;1,5629;1,693
1,844000;-0,0088;-0,6868;1,5064;1,656
1,846000;0,0513;-0,7298;1,4556;1,629
1,848000;0,0787;-0,7471;1,4300;1,615
1,850000;0,1363;-0,7803;1,3567;1,571
1,852000;0,1959;-0,8070;1,2663;1,514
1,854000;0,2238;-0,8138;1,2296;1,491
1,856000;0,2707;-0,8243;1,1720;1,458
1,859000;0,3230;-0,8334;1,0843;1,405
1,862000;0,3230;-0,8385;1,0843;1,408
1,862000;0,3574;-0,8517;0,9970;1,359
1,864000;0,3904;-0,8607;0,9071;1,310
1,866000;0,4046;-0,8615;0,8641;1,286
1,868000;0,4234;-0,8597;0,7884;1,241
1,870000;0,4317;-0,8575;0,7168;1,198
1,872000;0,4329;-0,8549;0,6833;1,177
1,874000;0,4310;-0,8507;0,6201;1,138
1,876000;0,4383;-0,8505;0,5267;1,092
1,878000;0,4427;-0,8458;0,4823;1,070
1,880000;0,4532;-0,8351;0,4134;1,036
1,882000;0,4627;-0,8258;0,3579;1,012
1,884000;0,4683;-0,8204;0,3298;1,001
1,886000;0,4801;-0,8048;0,2700;0,975
1,888000;0,4889;-0,7860;0,2096;0,949
1,890000;0,4933;-0,7752;0,1788;0,936
1,892000;0,4989;-0,7564;0,1124;0,913
1,894000;0,5040;-0,7356;0,0464;0,893
1,896000;0,5043;-0,7271;0,0142;0,885
1,898000;0,5060;-0,7141;-0,0520;0,877
1,900000;0,5065;-0,7048;-0,1119;0,875
1,902000;0,5065;-0,7002;-0,1410;0,876
1,905000;0,5072;-0,6855;-0,1901;0,874
1,906000;0,5074;-0,6711;-0,2367;0,874
1,908000;0,5067;-0,6631;-0,2587;0,874
1,910000;0,5050;-0,6469;-0,3020;0,874
1,912000;0,5030;-0,6303;-0,3411;0,876
1,914000;0,5021;-0,6218;-0,3589;0,876
1,916000;0,5018;-0,6044;-0,3907;0,877
1,921000;0,5008;-0,5827;-0,4327;0,882
1,921000;0,5008;-0,5827;-0,4327;0,882
1,923000;0,5038;-0,5729;-0,4571;0,889
1,924000;0,5048;-0,5580;-0,4710;0,888
1,926000;0,5096;-0,5509;-0,4830;0,892
1,928000;0,5223;-0,5438;-0,5201;0,916
1,930000;0,5429;-0,5434;-0,5605;0,951
1,932000;0,5514;-0,5443;-0,5732;0,964
1,934000;0,5693;-0,5426;-0,5839;0,980
1,936000;0,5893;-0,5424;-0,5917;0,996
1,939000;0,5983;-0,5409;-0,5978;1,004
1,940000;0,6176;-0,5372;-0,6101;1,021
1,942000;0,6396;-0,5338;-0,6159;1,036
1,944000;0,6491;-0,5316;-0,6174;1,042
1,946000;0,6675;-0,5275;-0,6171;1,051
1,948000;0,6855;-0,5265;-0,6135;1,060
1,950000;0,6948;-0,5267;-0,6140;1,066
1,952000;0,7112;-0,5299;-0,6208;1,083
1,954000;0,7278;-0,5299;-0,6267;1,097
1,956000;0,7354;-0,5314;-0,6276;1,103
1,958000;0,7513;-0,5375;-0,6328;1,120
1,960000;0,7625;-0,5458;-0,6384;1,134
1,962000;0,7649;-0,5509;-0,6411;1,140
1,964000;0,7681;-0,5634;-0,6487;1,152
1,966000;0,7693;-0,5771;-0,6572;1,165
1,968000;0,7689;-0,5829;-0,6599;1,169
1,971000;0,7623;-0,5915;-0,6694;1,174
1,972000;0,7542;-0,5988;-0,6858;1,182
1,974000;0,7478;-0,6030;-0,6970;1,187
1,976000;0,7312;-0,6154;-0,7215;1,197
1,979000;0,6934;-0,6250;-0,7442;1,194
1,980000;0,6934;-0,6250;-0,7442;1,194
1,982000;0,6814;-0,6359;-0,7908;1,222
1,984000;0,6704;-0,6504;-0,8483;1,262
1,986000;0,6655;-0,6555;-0,8722;1,278
1,988000;0,6509;-0,6592;-0,9128;1,300
1,990000;0,6372;-0,6574;-0,9516;1,321
1,992000;0,6298;-0,6557;-0,9699;1,329
1,994000;0,6169;-0,6494;-1,0019;1,344
1,996000;0,6069;-0,6403;-1,0342;1,359
1,998000;0,6013;-0,6374;-1,0513;1,369
2,000000;0,5881;-0,6330;-1,0801;1,383
2,002000;0,5749;-0,6274;-1,1070;1,396
2,004000;0,5685;-0,6242;-1,1190;1,402
2,006000;0,5517;-0,6159;-1,1356;1,405
2,008000;0,5285;-0,6020;-1,1256;1,381
2,010000;0,5238;-0,5944;-1,1297;1,380
2,012000;0,5209;-0,5903;-1,1590;1,401
2,014000;0,5138;-0,5959;-1,1771;1,416
2,016000;0,5082;-0,5976;-1,1759;1,414
2,018000;0,4942;-0,5947;-1,1622;1,396
2,022000;0,4789;-0,5839;-1,1378;1,366
2,023000;0,4715;-0,5766;-1,1236;1,348
2,024000;0,4527;-0,5622;-1,0960;1,312
2,026000;0,4283;-0,5495;-1,0677;1,275
2,028000;0,3980;-0,5448;-1,0525;1,250
2,030000;0,3824;-0,5394;-1,0220;1,217
2,032000;0,3501;-0,5311;-0,9944;1,180
2,034000;0,3186;-0,5287;-0,9807;1,159
2,037000;0,3020;-0,5228;-0,9582;1,133
2,039000;0,2602;-0,5121;-0,9242;1,088
2,039000;0,2477;-0,5121;-0,9242;1,085
2,042000;0,2355;-0,5060;-0,9059;1,064
2,044000;0,2162;-0,5011;-0,8876;1,042
2,046000;0,1976;-0,4979;-0,8671;1,019
2,048000;0,1889;-0,4896;-0,8563;1,004
2,049000;0,1749;-0,4823;-0,8334;0,979
2,052000;0,1647;-0,4796;-0,8111;0,957
2,054000;0,1620;-0,4732;-0,8009;0,944
2,056000;0,1544;-0,4640;-0,7838;0,924
2,058000;0,1527;-0,4593;-0,7645;0,905
2,060000;0,1507;-0,4527;-0,7547;0,893
2,062000;0,1451;-0,4466;-0,7400;0,876
2,064000;0,1432;-0,4444;-0,7251;0,862
2,066000;0,1439;-0,4385;-0,7166;0,852
2,068000;0,1451;-0,4319;-0,6982;0,834
2,072000;0,1444;-0,4234;-0,6789;0,813
2,073000;0,1466;-0,4205;-0,6667;0,802
2,074000;0,1471;-0,4134;-0,6391;0,775
2,076000;0,1371;-0,3963;-0,6091;0,739
2,078000;0,1226;-0,3833;-0,5927;0,716
2,080000;0,1033;-0,3753;-0,5592;0,681
2,082000;0,0963;-0,3804;-0,5292;0,659
2,084000;0,1058;-0,3885;-0,5179;0,656
2,086000;0,1339;-0,3980;-0,5008;0,654
2,088000;0,1412;-0,3955;-0,4884;0,644
2,090000;0,1366;-0,3946;-0,4820;0,638
2,092000;0,1346;-0,4058;-0,4698;0,635
2,094000;0,1400;-0,4180;-0,4561;0,634
2,096000;0,1468;-0,4188;-0,4493;0,631
2,099000;0,1586;-0,4129;-0,4368;0,622
2,101000;0,1566;-0,4097;-0,4327;0,616
2,102000;0,1505;-0,4092;-0,4278;0,611
2,104000;0,1356;-0,4073;-0,4141;0,596
2,106000;0,1207;-0,4058;-0,3943;0,579
2,108000;0,1148;-0,4056;-0,3863;0,572
2,110000;0,1036;-0,4058;-0,3657;0,556
2,113000;0,0848;-0,4014;-0,3511;0,540
2,115000;0,0765;-0,3980;-0,3430;0,531
2,116000;0,0633;-0,3919;-0,3259;0,514
2,118000;0,0501;-0,3870;-0,3032;0,494
2,122000;0,0450;-0,3858;-0,2929;0,486
2,122000;0,0413;-0,3853;-0,2749;0,475
2,130000;0,0391;-0,3841;-0,2563;0,463
2,131000;0,0391;-0,3826;-0,2470;0,457
2,131000;0,0413;-0,3748;-0,2250;0,439
2,131000;0,0464;-0,3775;-0,2101;0,434
2,132000;0,0435;-0,3775;-0,2052;0,432
2,134000;0,0002;-0,3481;-0,1832;0,393
2,136000;-0,0210;-0,3550;-0,1583;0,389
2,138000;-0,0232;-0,3689;-0,1490;0,399
2,140000;-0,0203;-0,3955;-0,1373;0,419
2,142000;-0,0078;-0,4173;-0,1390;0,440
2,144000;0,0015;-0,4295;-0,1417;0,452
2,146000;0,0266;-0,4581;-0,1390;0,479
2,148000;0,0596;-0,4896;-0,1302;0,510
2,150000;0,0782;-0,5033;-0,1278;0,525
2,153000;0,0867;-0,5145;-0,1217;0,536
2,154000;0,0647;-0,5145;-0,1239;0,533
2,156000;0,0516;-0,5155;-0,1241;0,533
2,159000;0,0210;-0,5045;-0,1048;0,516
2,160000;0,0205;-0,4957;-0,0955;0,505
2,162000;0,0235;-0,4862;-0,0867;0,494
2,164000;0,0305;-0,4686;-0,0745;0,475
2,166000;0,0327;-0,4600;-0,0628;0,465
2,168000;0,0286;-0,4610;-0,0564;0,465
2,171000;0,0125;-0,4720;-0,0371;0,474
2,172000;-0,0142;-0,4906;-0,0105;0,491
2,178000;-0,0283;-0,5008;0,0039;0,502
2,179000;-0,0550;-0,5155;0,0291;0,519
2,179000;-0,0760;-0,5192;0,0506;0,527
2,180000;-0,0818;-0,5194;0,0628;0,530
2,182000;-0,0904;-0,5126;0,0911;0,528
2,184000;-0,1004;-0,5050;0,1297;0,531
2,186000;-0,1080;-0,4996;0,1517;0,533
2,188000;-0,1310;-0,4913;0,1989;0,546
2,190000;-0,1625;-0,4859;0,2460;0,568
2,192000;-0,1808;-0,4825;0,2731;0,583
2,194000;-0,2209;-0,4774;0,3279;0,620
2,196000;-0,2634;-0,4715;0,3877;0,665
