time;gFx;gFy;gFz;TgF
2,198000;-0,2854;-0,4693;0,4175;0,690
2,200000;-0,3284;-0,4644;0,4786;0,743
2,202000;-0,3726;-0,4586;0,5402;0,801
2,204000;-0,3951;-0,4537;0,5732;0,831
2,206000;-0,4403;-0,4417;0,6447;0,897
2,208000;-0,4852;-0,4263;0,7185;0,966
2,211000;-0,5111;-0,4185;0,7566;1,004
2,212000;-0,5639;-0,3987;0,8334;1,082
2,214000;-0,6159;-0,3770;0,9118;1,163
2,216000;-0,6418;-0,3660;0,9523;1,205
2,219000;-0,7188;-0,3340;1,0830;1,342
2,223000;-0,7420;-0,3225;1,1314;1,391
2,224000;-0,7659;-0,3122;1,1744;1,436
2,225000;-0,8087;-0,2883;1,2697;1,533
2,226000;-0,8463;-0,2575;1,3655;1,627
2,228000;-0,8632;-0,2409;1,4143;1,674
2,231000;-0,8922;-0,2042;1,5204;1,775
2,232000;-0,9179;-0,1656;1,6345;1,882
2,234000;-0,9296;-0,1446;1,6936;1,937
2,236000;-0,9523;-0,1011;1,8133;2,051
2,238000;-0,9753;-0,0540;1,9359;2,168
2,241000;-0,9856;-0,0301;1,9982;2,228
2,242000;-1,0105;0,0215;2,1206;2,349
2,244000;-1,0381;0,0755;2,2418;2,472
2,247000;-1,0530;0,1033;2,3027;2,534
2,248000;-1,0862;0,1625;2,4248;2,662
2,250000;-1,1270;0,2240;2,5504;2,797
2,252000;-1,1473;0,2556;2,6137;2,866
2,254000;-1,1910;0,3218;2,7400;3,005
2,256000;-1,2411;0,3916;2,8656;3,147
2,258000;-1,2655;0,4258;2,9239;3,214
2,260000;-1,3154;0,4972;3,0354;3,345
2,262000;-1,3638;0,5727;3,1331;3,465
2,264000;-1,3865;0,6125;3,1736;3,517
2,266000;-1,4234;0,6960;3,2447;3,611
2,268000;-1,4542;0,7813;3,2973;3,687
2,270000;-1,4688;0,8236;3,3180;3,721
2,272000;-1,4964;0,9047;3,3564;3,785
2,274000;-1,5177;0,9814;3,3918;3,843
2,276000;-1,5282;1,0173;3,4067;3,870
2,279000;-1,5548;1,1238;3,4495;3,947
2,280000;-1,5626;1,1602;3,4631;3,973
2,282000;-1,5707;1,1957;3,4776;3,999
2,284000;-1,5841;1,2653;3,5064;4,050
2,286000;-1,5934;1,3344;3,5360;4,102
2,288000;-1,5956;1,3667;3,5499;4,125
2,290000;-1,5954;1,4263;3,5794;4,170
2,292000;-1,5880;1,4823;3,6070;4,211
2,294000;-1,5829;1,5089;3,6180;4,228
2,296000;-1,5702;1,5577;3,6417;4,261
2,298000;-1,5575;1,6044;3,6610;4,290
2,300000;-1,5526;1,6274;3,6691;4,304
2,302000;-1,5455;1,6709;3,6816;4,328
2,304000;-1,5492;1,7104;3,6867;4,349
2,307000;-1,5563;1,7293;3,6869;4,360
2,308000;-1,5812;1,7639;3,6855;4,381
2,310000;-1,6203;1,7947;3,6803;4,404
2,313000;-1,6425;1,8104;3,6769;4,415
2,314000;-1,6919;1,8426;3,6713;4,443
2,316000;-1,7412;1,8739;3,6620;4,467
2,318000;-1,7637;1,8907;3,6564;4,478
2,320000;-1,8030;1,9249;3,6486;4,502
2,322000;-1,8336;1,9643;3,6417;4,526
2,324000;-1,8460;1,9829;3,6366;4,535
2,326000;-1,8626;2,0178;3,6234;4,546
2,328000;-1,8663;2,0478;3,6078;4,549
2,330000;-1,8629;2,0605;3,5995;4,547
2,332000;-1,8485;2,0845;3,5846;4,540
2,334000;-1,8238;2,1072;3,5731;4,531
2,336000;-1,8094;2,1160;3,5682;4,526
2,339000;-1,7617;2,1338;3,5560;4,506
2,340000;-1,7481;2,1368;3,5548;4,501
2,343000;-1,7351;2,1395;3,5543;4,497
2,345000;-1,7136;2,1414;3,5579;4,492
2,347000;-1,7031;2,1419;3,5601;4,490
2,348000;-1,7007;2,1407;3,5614;4,490
2,350000;-1,6968;2,1346;3,5640;4,488
2,352000;-1,6970;2,1263;3,5609;4,481
2,356000;-1,6977;2,1182;3,5582;4,475
2,357000;-1,7024;2,0991;3,5499;4,462
2,358000;-1,7056;2,0750;3,5416;4,445
2,360000;-1,7063;2,0627;3,5369;4,436
2,362000;-1,7024;2,0405;3,5289;4,418
2,364000;-1,6948;2,0163;3,5169;4,394
2,366000;-1,6863;2,0043;3,5098;4,379
2,368000;-1,6833;1,9745;3,4876;4,347
2,371000;-1,6740;1,9401;3,4558;4,302
2,372000;-1,6667;1,9215;3,4351;4,274
2,374000;-1,6616;1,8856;3,3835;4,215
2,376000;-1,6464;1,8487;3,3229;4,144
2,378000;-1,6252;1,8319;3,2897;4,101
2,380000;-1,6125;1,7996;3,2198;4,026
2,382000;-1,5834;1,7705;3,1436;3,940
2,384000;-1,5521;1,7556;3,0630;3,857
2,386000;-1,5367;1,7231;3,0212;3,802
2,389000;-1,5084;1,6907;2,9347;3,708
2,391000;-1,4823;1,6718;2,8455;3,618
2,392000;-1,4700;1,6320;2,8001;3,559
2,394000;-1,4495;1,5873;2,7121;3,461
2,396000;-1,4344;1,5653;2,6276;3,378
2,399000;-1,4158;1,4950;2,5455;3,274
2,400000;-1,4055;1,4700;2,5062;3,228
2,402000;-1,3850;1,4463;2,4312;3,150
2,404000;-1,3738;1,3987;2,3955;3,095
2,406000;-1,3491;1,3493;2,3251;3,008
2,408000;-1,3205;1,3007;2,2557;2,920
2,410000;-1,3039;1,2761;2,2218;2,875
2,412000;-1,2721;1,2279;2,1585;2,790
2,414000;-1,2372;1,1798;2,1016;2,709
2,416000;-1,2221;1,1585;2,0750;2,672
2,418000;-1,1913;1,1158;2,0241;2,600
2,420000;-1,1598;1,0740;1,9799;2,533
2,423000;-1,1446;1,0547;1,9618;2,504
2,424000;-1,1165;1,0132;1,9347;2,453
2,426000;-1,0879;0,9711;1,9166;2,408
2,428000;-1,0764;0,9492;1,9135;2,392
2,430000;-1,0540;0,9025;1,9118;2,362
2,432000;-1,0347;0,8541;1,9122;2,336
2,434000;-1,0271;0,8287;1,9132;2,324
2,436000;-1,0166;0,7757;1,9147;2,302
2,439000;-1,0100;0,7200;1,9164;2,283
2,440000;-1,0080;0,6917;1,9149;2,272
2,442000;-0,9997;0,6340;1,9074;2,245
2,444000;-0,9865;0,5805;1,8961;2,215
2,447000;-0,9787;0,5548;1,8893;2,199
2,448000;-0,9606;0,5035;1,8741;2,165
2,450000;-0,9416;0,4508;1,8600;2,133
2,452000;-0,9313;0,4229;1,8502;2,114
2,455000;-0,9081;0,3657;1,8324;2,077
2,456000;-0,8847;0,3091;1,8118;2,040
2,460000;-0,8602;0,2516;1,7903;2,002
2,460000;-0,8465;0,2235;1,7796;1,983
2,462000;-0,8141;0,1676;1,7520;1,939
2,464000;-0,7962;0,1400;1,7388;1,918
2,466000;-0,7571;0,0894;1,7124;1,874
2,468000;-0,7146;0,0442;1,6907;1,836
2,470000;-0,6936;0,0217;1,6789;1,817
2,472000;-0,6511;-0,0191;1,6540;1,778
2,476000;-0,6088;-0,0628;1,6227;1,734
2,476000;-0,5893;-0,0848;1,6054;1,712
2,479000;-0,5561;-0,1280;1,5680;1,669
2,480000;-0,5294;-0,1720;1,5240;1,623
2,482000;-0,5177;-0,1940;1,5025;1,601
2,484000;-0,4996;-0,2365;1,4549;1,556
2,486000;-0,4855;-0,2758;1,4050;1,512
2,488000;-0,4793;-0,2954;1,3792;1,490
2,490000;-0,4705;-0,3342;1,3286;1,449
2,492000;-0,4632;-0,3694;1,2804;1,411
2,494000;-0,4603;-0,3870;1,2567;1,393
2,496000;-0,4537;-0,4227;1,2096;1,359
2,498000;-0,4449;-0,4552;1,1659;1,328
2,500000;-0,4390;-0,4698;1,1439;1,312
2,502000;-0,4241;-0,5011;1,0984;1,280
2,504000;-0,4078;-0,5302;1,0532;1,248
2,507000;-0,3980;-0,5451;1,0288;1,230
2,508000;-0,3772;-0,5683;0,9753;1,190
2,510000;-0,3574;-0,5898;0,9147;1,146
2,512000;-0,3484;-0,6005;0,8800;1,121
2,514000;-0,3328;-0,6203;0,8092;1,073
2,516000;-0,3198;-0,6369;0,7322;1,022
2,519000;-0,3100;-0,6545;0,6531;0,975
2,520000;-0,3071;-0,6643;0,6137;0,955
2,523000;-0,3017;-0,6814;0,5360;0,918
2,524000;-0,3003;-0,6895;0,4967;0,901
2,526000;-0,2946;-0,7070;0,4178;0,873
2,528000;-0,2851;-0,7197;0,3411;0,846
2,530000;-0,2788;-0,7276;0,3027;0,836
2,532000;-0,2609;-0,7376;0,2240;0,814
2,534000;-0,2355;-0,7427;0,1476;0,793
2,536000;-0,2204;-0,7461;0,1080;0,785
2,538000;-0,1847;-0,7532;0,0296;0,776
2,540000;-0,1444;-0,7571;-0,0406;0,772
2,542000;-0,1224;-0,7588;-0,0752;0,772
2,544000;-0,0723;-0,7623;-0,1412;0,779
2,547000;-0,0215;-0,7610;-0,1857;0,784
2,548000;0,0083;-0,7618;-0,2182;0,792
2,550000;0,0743;-0,7598;-0,2912;0,817
2,552000;0,1410;-0,7613;-0,3616;0,854
2,554000;0,1730;-0,7615;-0,3929;0,874
2,556000;0,2331;-0,7615;-0,4432;0,911
2,558000;0,2858;-0,7593;-0,4852;0,945
2,560000;0,3088;-0,7574;-0,5028;0,960
2,562000;0,3523;-0,7566;-0,5368;0,992
2,564000;0,3858;-0,7547;-0,5700;1,021
2,566000;0,3995;-0,7544;-0,5883;1,037
2,568000;0,4254;-0,7535;-0,6318;1,071
2,570000;0,4454;-0,7520;-0,6755;1,105
2,572000;0,4539;-0,7518;-0,6978;1,122
2,574000;0,4654;-0,7532;-0,7439;1,156
2,578000;0,4774;-0,7583;-0,7842;1,191
2,579000;0,4879;-0,7627;-0,8150;1,218
2,580000;0,4952;-0,7654;-0,8275;1,231
2,582000;0,5072;-0,7684;-0,8451;1,250
2,584000;0,5123;-0,7689;-0,8507;1,256
2,586000;0,5221;-0,7676;-0,8546;1,262
2,589000;0,5316;-0,7649;-0,8524;1,263
2,590000;0,5370;-0,7635;-0,8468;1,260
2,592000;0,5460;-0,7610;-0,8373;1,256
2,594000;0,5565;-0,7579;-0,8265;1,252
2,596000;0,5617;-0,7562;-0,8221;1,250
2,598000;0,5707;-0,7547;-0,8170;1,250
2,600000;0,5785;-0,7513;-0,8182;1,252
2,602000;0,5812;-0,7503;-0,8209;1,255
2,605000;0,5888;-0,7503;-0,8294;1,264
2,606000;0,5934;-0,7481;-0,8434;1,274
2,608000;0,5961;-0,7471;-0,8514;1,280
2,610000;0,5973;-0,7439;-0,8693;1,291
2,612000;0,5954;-0,7400;-0,8886;1,301
2,614000;0,5925;-0,7383;-0,8981;1,305
2,616000;0,5817;-0,7342;-0,9240;1,316
2,618000;0,5697;-0,7307;-0,9518;1,328
2,620000;0,5622;-0,7288;-0,9667;1,335
2,622000;0,5502;-0,7256;-0,9988;1,352
2,624000;0,5355;-0,7224;-1,0251;1,364
2,626000;0,5282;-0,7200;-1,0381;1,369
2,628000;0,5118;-0,7122;-1,0633;1,378
2,630000;0,4979;-0,7034;-1,0874;1,388
2,632000;0,4906;-0,6997;-1,0984;1,392
2,634000;0,4759;-0,6902;-1,1192;1,398
2,636000;0,4640;-0,6807;-1,1331;1,401
2,639000;0,4574;-0,6658;-1,1375;1,395
2,640000;0,4515;-0,6584;-1,1439;1,395
2,642000;0,4351;-0,6528;-1,1534;1,395
2,644000;0,4263;-0,6528;-1,1541;1,393
2,646000;0,3982;-0,6425;-1,1273;1,357
2,648000;0,3792;-0,6154;-1,0916;1,309
2,650000;0,3738;-0,6091;-1,0899;1,303
2,652000;0,3577;-0,6137;-1,0894;1,301
2,654000;0,3296;-0,6262;-1,0745;1,287
2,656000;0,3157;-0,6330;-1,0689;1,282
2,658000;0,2895;-0,6311;-1,0513;1,260
2,660000;0,2668;-0,6176;-1,0217;1,223
2,662000;0,2578;-0,6091;-1,0022;1,201
2,664000;0,2450;-0,5876;-0,9638;1,155
2,666000;0,2367;-0,5644;-0,9272;1,111
2,668000;0,2311;-0,5556;-0,9091;1,090
2,670000;0,2184;-0,5419;-0,8710;1,049
2,672000;0,2033;-0,5314;-0,8360;1,011
2,674000;0,1957;-0,5292;-0,8187;0,994
2,676000;0,1845;-0,5253;-0,7857;0,963
2,678000;0,1779;-0,5211;-0,7586;0,937
2,680000;0,1749;-0,5167;-0,7461;0,924
2,682000;0,1722;-0,5045;-0,7237;0,899
2,684000;0,1722;-0,4903;-0,7026;0,874
2,686000;0,1725;-0,4847;-0,6948;0,865
2,689000;0,1686;-0,4725;-0,6782;0,844
2,690000;0,1652;-0,4627;-0,6640;0,826
2,692000;0,1627;-0,4588;-0,6579;0,818
2,694000;0,1576;-0,4486;-0,6467;0,803
2,696000;0,1515;-0,4390;-0,6355;0,787
2,699000;0,1476;-0,4283;-0,6259;0,773
2,700000;0,1459;-0,4232;-0,6230;0,767
2,702000;0,1434;-0,4124;-0,6176;0,756
2,704000;0,1397;-0,4075;-0,6140;0,750
2,706000;0,1385;-0,3987;-0,6066;0,739
2,708000;0,1356;-0,3911;-0,6013;0,730
2,710000;0,1351;-0,3867;-0,5981;0,725
2,712000;0,1349;-0,3787;-0,5890;0,713
2,714000;0,1302;-0,3711;-0,5768;0,698
2,716000;0,1266;-0,3665;-0,5644;0,685
2,718000;0,1256;-0,3601;-0,5580;0,676
2,720000;0,1207;-0,3567;-0,5451;0,662
2,722000;0,1156;-0,3533;-0,5304;0,648
2,724000;0,1136;-0,3452;-0,5223;0,636
2,726000;0,1102;-0,3362;-0,5070;0,618
2,728000;0,1068;-0,3308;-0,4894;0,600
2,730000;0,1041;-0,3225;-0,4813;0,589
2,732000;0,0948;-0,3130;-0,4649;0,568
2,734000;0,0833;-0,3093;-0,4483;0,551
2,736000;0,0752;-0,3022;-0,4403;0,539
2,738000;0,0577;-0,2937;-0,4258;0,520
2,740000;0,0410;-0,2873;-0,4134;0,505
2,742000;0,0342;-0,2827;-0,4080;0,498
2,744000;0,0225;-0,2736;-0,3982;0,484
2,746000;0,0129;-0,2619;-0,3853;0,466
2,748000;0,0098;-0,2565;-0,3782;0,457
2,750000;0,0059;-0,2460;-0,3623;0,438
2,752000;0,0056;-0,2365;-0,3452;0,418
2,753000;0,0051;-0,2321;-0,3352;0,408
2,756000;0,0059;-0,2209;-0,3183;0,387
2,759000;0,0086;-0,2099;-0,3017;0,368
2,760000;0,0095;-0,2038;-0,2929;0,357
2,762000;0,0115;-0,1930;-0,2729;0,334
2,764000;0,0110;-0,1808;-0,2509;0,309
2,765000;0,0115;-0,1737;-0,2394;0,296
2,768000;0,0103;-0,1605;-0,2145;0,268
2,770000;0,0110;-0,1495;-0,1906;0,242
2,772000;0,0112;-0,1446;-0,1793;0,231
2,774000;0,0134;-0,1349;-0,1590;0,209
2,776000;0,0176;-0,1261;-0,1380;0,188
2,778000;0,0210;-0,1226;-0,1290;0,179
2,780000;0,0237;-0,1178;-0,1085;0,162
2,782000;0,0298;-0,1109;-0,0880;0,145
2,784000;0,0342;-0,1085;-0,0782;0,138
2,786000;0,0432;-0,1043;-0,0547;0,125
2,788000;0,0525;-0,1026;-0,0349;0,120
2,796000;0,0557;-0,1019;-0,0259;0,119
2,796000;0,0608;-0,1009;-0,0105;0,118
2,796000;0,0618;-0,0975;0,0029;0,115
2,796000;0,0601;-0,0963;0,0093;0,114
2,798000;0,0564;-0,0938;0,0210;0,111
2,800000;0,0516;-0,0906;0,0327;0,109
2,802000;0,0474;-0,0884;0,0388;0,108
2,804000;0,0337;-0,0821;0,0606;0,107
2,807000;0,0176;-0,0750;0,0870;0,116
2,808000;0,0083;-0,0723;0,1016;0,125
2,810000;-0,0103;-0,0665;0,1358;0,152
2,812000;-0,0342;-0,0603;0,1771;0,190
2,814000;-0,0472;-0,0567;0,1998;0,213
2,816000;-0,0733;-0,0440;0,2482;0,263
2,819000;-0,0960;-0,0247;0,3003;0,316
2,820000;-0,1060;-0,0139;0,3288;0,346
2,822000;-0,1256;0,0110;0,3880;0,408
2,824000;-0,1478;0,0381;0,4588;0,484
2,826000;-0,1603;0,0516;0,4969;0,525
2,828000;-0,1864;0,0804;0,5746;0,609
2,830000;-0,2170;0,1112;0,6579;0,702
2,832000;-0,2331;0,1251;0,7007;0,749
2,833000;-0,2712;0,1515;0,7857;0,845
2,836000;-0,3130;0,1788;0,8734;0,945
2,839000;-0,3352;0,1928;0,9184;0,996
2,840000;-0,3819;0,2213;1,0068;1,099
2,842000;-0,4307;0,2548;1,0977;1,206
2,844000;-0,4561;0,2724;1,1419;1,259
2,846000;-0,5074;0,3088;1,2250;1,361
2,848000;-0,5578;0,3513;1,3178;1,474
2,850000;-0,5800;0,3740;1,3557;1,521
2,852000;-0,6345;0,4210;1,4300;1,620
2,853000;-0,6919;0,4676;1,4898;1,708
2,855000;-0,7200;0,4918;1,5162;1,749
2,858000;-0,7772;0,5392;1,5641;1,828
2,860000;-0,8397;0,5807;1,6047;1,902
2,862000;-0,8705;0,6013;1,6232;1,938
2,864000;-0,9301;0,6396;1,6586;2,006
2,866000;-0,9851;0,6738;1,6894;2,068
2,867000;-1,0115;0,6917;1,7036;2,098
2,870000;-1,0571;0,7249;1,7302;2,153
2,872000;-1,0935;0,7591;1,7573;2,205
2,874000;-1,1077;0,7759;1,7725;2,230
2,876000;-1,1304;0,8111;1,8008;2,276
2,879000;-1,1456;0,8497;1,8438;2,331
2,880000;-1,1456;0,8668;1,8438;2,337
2,882000;-1,1449;0,8993;1,8734;2,373
2,884000;-1,1412;0,9299;1,9039;2,407
2,886000;-1,1385;0,9433;1,9213;2,424
2,888000;-1,1302;0,9648;1,9538;2,455
2,890000;-1,1202;0,9843;1,9836;2,482
2,892000;-1,1126;0,9909;2,0004;2,494
2,894000;-1,0938;1,0046;2,0290;2,514
2,896000;-1,0681;1,0173;2,0561;2,531
2,898000;-1,0540;1,0237;2,0698;2,538
2,900000;-1,0244;1,0391;2,0945;2,553
2,902000;-0,9907;1,0571;2,1184;2,566
2,904000;-0,9748;1,0674;2,1307;2,575
2,906000;-0,9440;1,0884;2,1539;2,591
2,908000;-0,9179;1,1089;2,1756;2,609
2,910000;-0,9084;1,1182;2,1859;2,618
2,912000;-0,8903;1,1373;2,2059;2,637
2,914000;-0,8746;1,1505;2,2228;2,651
2,916000;-0,8688;1,1568;2,2306;2,659
2,918000;-0,8578;1,1661;2,2472;2,673
2,920000;-0,8485;1,1749;2,2653;2,689
2,923000;-0,8431;1,1791;2,2765;2,699
2,925000;-0,8324;1,1866;2,3009;2,719
2,926000;-0,8219;1,1957;2,3271;2,742
2,928000;-0,8165;1,2023;2,3403;2,755
2,930000;-0,8060;1,2162;2,3601;2,775
2,932000;-0,7950;1,2262;2,3720;2,786
2,934000;-0,7894;1,2316;2,3769;2,791
2,936000;-0,7833;1,2394;2,3803;2,796
2,940000;-0,7791;1,2521;2,3708;2,792
2,941000;-0,7791;1,2521;2,3708;2,792
2,942000;-0,7791;1,2577;2,3581;2,784
2,944000;-0,7847;1,2616;2,3393;2,771
2,946000;-0,7899;1,2626;2,3268;2,763
2,949000;-0,8035;1,2631;2,3000;2,744
2,950000;-0,8216;1,2636;2,2697;2,725
2,952000;-0,8302;1,2636;2,2540;2,714
2,954000;-0,8463;1,2665;2,2162;2,689
2,957000;-0,8595;1,2670;2,1744;2,659
2,958000;-0,8668;1,2655;2,1524;2,643
2,960000;-0,8783;1,2636;2,1089;2,611
2,962000;-0,8849;1,2589;2,0659;2,576
2,964000;-0,8864;1,2580;2,0439;2,558
2,966000;-0,8905;1,2550;2,0026;2,526
2,968000;-0,8900;1,2506;1,9550;2,486
2,970000;-0,8895;1,2475;1,9303;2,464
2,973000;-0,8869;1,2404;1,8861;2,425
2,973000;-0,8832;1,2318;1,8470;2,389
2,976000;-0,8817;1,2272;1,8282;2,372
2,978000;-0,8724;1,2172;1,7918;2,335
2,980000;-0,8597;1,2064;1,7517;2,294
2,982000;-0,8553;1,2020;1,7295;2,273
2,984000;-0,8451;1,1903;1,6811;2,226
2,986000;-0,8363;1,1764;1,6386;2,184
2,988000;-0,8343;1,1676;1,6227;2,166
2,994000;-0,8285;1,1493;1,5912;2,131
2,995000;-0,8141;1,1343;1,5465;2,084
2,995000;-0,8038;1,1307;1,5216;2,059
2,996000;-0,7823;1,1241;1,4735;2,012
2,999000;-0,7452;1,1136;1,4058;1,942
2,999000;-0,7452;1,1136;1,4058;1,942
3,001000;-0,7197;1,1050;1,3603;1,895
3,004000;-0,7007;1,0970;1,3144;1,850
3,006000;-0,6931;1,0921;1,2941;1,830
3,007000;-0,6789;1,0808;1,2502;1,787
3,009000;-0,6763;1,0630;1,2387;1,767
3,011000;-0,6743;1,0523;1,2348;1,757
3,013000;-0,6672;1,0354;1,2135;1,729
3,015000;-0,6550;1,0266;1,1773;1,694
3,018000;-0,6474;1,0247;1,1578;1,676
3,020000;-0,6362;1,0198;1,1190;1,642
3,022000;-0,6264;1,0144;1,0796;1,608
3,024000;-0,6240;1,0110;1,0630;1,594
3,026000;-0,6294;1,0000;1,0571;1,585
3,028000;-0,6333;0,9824;1,0579;1,576
3,030000;-0,6328;0,9763;1,0527;1,569
3,032000;-0,6296;0,9682;1,0312;1,548
3,034000;-0,6245;0,9633;1,0024;1,524
3,036000;-0,6259;0,9616;0,9882;1,514
3,038000;-0,6279;0,9514;0,9665;1,494
3,040000;-0,6328;0,9369;0,9521;1,478
3,042000;-0,6369;0,9311;0,9372;1,467
3,044000;-0,6421;0,9159;0,9267;1,453
3,046000;-0,6516;0,8930;0,9357;1,448
3,048000;-0,6531;0,8829;0,9338;1,442
3,050000;-0,6506;0,8693;0,9247;1,426
3,051000;-0,6379;0,8602;0,8952;1,396
3,054000;-0,6225;0,8558;0,8597;1,363
3,056000;-0,6149;0,8458;0,8434;1,343
3,059000;-0,5966;0,8231;0,8001;1,294
3,059000;-0,5920;0,8231;0,7904;1,286
3,062000;-0,5908;0,8004;0,7933;1,272
3,064000;-0,5878;0,7698;0,8033;1,258
3,066000;-0,5766;0,7576;0,8013;1,244
3,067000;-0,5653;0,7393;0,7933;1,223
3,070000;-0,5421;0,7276;0,7723;1,191
3,071000;-0,5206;0,7171;0,7535;1,163
3,074000;-0,5118;0,7100;0,7464;1,150
3,076000;-0,4957;0,6960;0,7263;1,122
3,078000;-0,4940;0,6711;0,7471;1,119
3,080000;-0,4933;0,6550;0,7598;1,118
3,082000;-0,4845;0,6267;0,7691;1,104
3,084000;-0,4705;0,6076;0,7593;1,080
3,086000;-0,4618;0,6015;0,7540;1,069
3,088000;-0,4466;0,5883;0,7444;1,049
3,090000;-0,4285;0,5746;0,7366;1,028
3,092000;-0,4207;0,5690;0,7347;1,020
3,094000;-0,4058;0,5556;0,7303;1,003
3,096000;-0,3919;0,5438;0,7276;0,989
3,098000;-0,3863;0,5382;0,7285;0,985
3,100000;-0,3765;0,5270;0,7349;0,980
3,102000;-0,3670;0,5175;0,7432;0,977
3,104000;-0,3628;0,5133;0,7478;0,977
3,106000;-0,3567;0,5045;0,7571;0,977
3,108000;-0,3489;0,4979;0,7689;0,980
3,110000;-0,3450;0,4940;0,7772;0,983
3,113000;-0,3398;0,4864;0,7960;0,993
3,114000;-0,3340;0,4806;0,8155;1,004
3,116000;-0,3296;0,4779;0,8260;1,010
3,119000;-0,3193;0,4683;0,8517;1,023
3,120000;-0,3154;0,4657;0,8615;1,029
3,124000;-0,3115;0,4630;0,8737;1,037
3,125000;-0,3017;0,4574;0,8947;1,049
3,126000;-0,2946;0,4530;0,9172;1,064
3,128000;-0,2910;0,4500;0,9279;1,072
3,130000;-0,2785;0,4439;0,9401;1,076
3,132000;-0,2656;0,4407;0,9516;1,082
3,134000;-0,2597;0,4390;0,9562;1,084
3,136000;-0,2497;0,4363;0,9638;1,087
3,138000;-0,2433;0,4334;0,9682;1,088
3,140000;-0,2409;0,4332;0,9709;1,090
3,142000;-0,2372;0,4337;0,9746;1,093
3,144000;-0,2336;0,4344;0,9768;1,094
3,146000;-0,2309;0,4346;0,9795;1,096
3,148000;-0,2257;0,4346;0,9743;1,090
3,150000;-0,2187;0,4293;0,9333;1,050
3,152000;-0,2194;0,4285;0,9213;1,040
3,154000;-0,2238;0,4266;0,9120;1,031
3,156000;-0,2270;0,4249;0,9047;1,025
3,158000;-0,2284;0,4249;0,8988;1,020
3,160000;-0,2294;0,4258;0,8817;1,006
3,162000;-0,2301;0,4266;0,8668;0,993
3,164000;-0,2294;0,4273;0,8575;0,985
3,166000;-0,2275;0,4305;0,8365;0,968
3,168000;-0,2267;0,4322;0,8123;0,948
3,170000;-0,2260;0,4337;0,8016;0,939
3,172000;-0,2221;0,4344;0,7769;0,917
3,174000;-0,2145;0,4351;0,7491;0,892
3,176000;-0,2101;0,4346;0,7366;0,881
3,179000;-0,1979;0,4337;0,7024;0,849
3,180000;-0,1920;0,4312;0,6899;0,836
3,182000;-0,1881;0,4244;0,6760;0,820
3,184000;-0,1832;0,4068;0,6462;0,785
3,186000;-0,1774;0,4021;0,6257;0,765
3,188000;-0,1744;0,4029;0,6191;0,759
3,190000;-0,1703;0,4092;0,6103;0,754
3,192000;-0,1612;0,4158;0,6003;0,748
3,194000;-0,1573;0,4197;0,5966;0,746
3,196000;-0,1483;0,4251;0,5903;0,742
3,198000;-0,1419;0,4315;0,5856;0,741
3,200000;-0,1390;0,4329;0,5839;0,740
3,202000;-0,1356;0,4329;0,5795;0,736
3,204000;-0,1373;0,4285;0,5771;0,732
3,208000;-0,1410;0,4271;0,5778;0,732
3,210000;-0,1495;0,4234;0,5829;0,736
3,210000;-0,1578;0,4210;0,5912;0,743
3,212000;-0,1639;0,4192;0,5966;0,747
3,214000;-0,1725;0,4158;0,6071;0,756
3,216000;-0,1830;0,4148;0,6186;0,767
3,218000;-0,1871;0,4156;0,6262;0,774
3,220000;-0,1923;0,4178;0,6421;0,790
3,222000;-0,1984;0,4183;0,6616;0,807
3,224000;-0,2030;0,4190;0,6733;0,819
3,226000;-0,2111;0,4222;0,6985;0,843
3,228000;-0,2196;0,4232;0,7212;0,865
3,230000;-0,2240;0,4246;0,7315;0,875
3,232000;-0,2338;0,4263;0,7476;0,892
3,234000;-0,2426;0,4278;0,7671;0,911
3,236000;-0,2475;0,4297;0,7759;0,921
3,243000;-0,2678;0,4432;0,8050;0,957
3,243000;-0,2707;0,4471;0,8138;0,967
3,244000;-0,2729;0,4525;0,8211;0,976
3,244000;-0,2761;0,4640;0,8358;0,995
3,246000;-0,2763;0,4752;0,8446;1,008
3,248000;-0,2761;0,4798;0,8483;1,013
3,250000;-0,2768;0,4874;0,8522;1,020
3,252000;-0,2805;0,4911;0,8536;1,024
3,254000;-0,2832;0,4906;0,8536;1,024
3,256000;-0,2888;0,4884;0,8497;1,022
3,258000;-0,2968;0,4874;0,8400;1,015
3,260000;-0,2998;0,4855;0,8356;1,012
3,262000;-0,3044;0,4813;0,8231;1,001
3,264000;-0,3005;0,4742;0,8072;0,983
3,266000;-0,2983;0,4713;0,7994;0,975
3,268000;-0,3164;0,4647;0,7828;0,964
3,270000;-0,3357;0,4593;0,7581;0,948
3,272000;-0,3418;0,4610;0,7505;0,945
3,274000;-0,3464;0,4676;0,7449;0,945
3,276000;-0,3376;0,4740;0,7439;0,945
3,278000;-0,3308;0,4764;0,7452;0,944
3,280000;-0,3154;0,4769;0,7459;0,940
3,282000;-0,3171;0,4791;0,7503;0,945
3,284000;-0,3218;0,4815;0,7530;0,950
3,286000;-0,3240;0,4877;0,7586;0,958
3,288000;-0,3174;0,4938;0,7652;0,964
3,290000;-0,3132;0,4964;0,7693;0,968
3,292000;-0,3061;0,5030;0,7794;0,977
3,294000;-0,3008;0,5138;0,7891;0,989
3,296000;-0,2956;0,5211;0,7945;0,995
3,300000;-0,2795;0,5341;0,8004;1,002
